Symbol,Name,IPO Year,Sector,Industry
A,Agilent Technologies Inc. Common Stock,1999.0,Industrials,Electrical Products
AA,Alcoa Corporation Common Stock ,2016.0,Industrials,Metal Fabrications
AAC,Ares Acquisition Corporation Class A Ordinary Shares,2021.0,Finance,Business Services
AACG,ATA Creativity Global American Depositary Shares,2008.0,Consumer Discretionary,Service to the Health Industry
AACI,Armada Acquisition Corp. I Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
AACIW,Armada Acquisition Corp. I Warrant,2021.0,Industrials,Consumer Electronics/Appliances
AAN,Aarons Holdings Company Inc. Common Stock ,2020.0,Consumer Discretionary,Diversified Commercial Services
AAOI,Applied Optoelectronics Inc. Common Stock,2013.0,Technology,Semiconductors
AAPL,Apple Inc. Common Stock,1980.0,Technology,Computer Manufacturing
AAQC,Accelerate Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
AAT,American Assets Trust Inc. Common Stock,2011.0,Real Estate,Real Estate Investment Trusts
ABBV,AbbVie Inc. Common Stock,2012.0,Health Care,Other Pharmaceuticals
ABCB,Ameris Bancorp Common Stock,1994.0,Finance,Major Banks
ABCM,Abcam plc American Depositary Shares,2020.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ABEV,Ambev S.A. American Depositary Shares (Each representing 1 Common Share),2013.0,Consumer Staples,Beverages (Production/Distribution)
ABG,Asbury Automotive Group Inc Common Stock,2002.0,Consumer Discretionary,Other Specialty Stores
ABGI,ABG Acquisition Corp. I Class A Ordinary Shares,2021.0,Finance,Business Services
ABNB,Airbnb Inc. Class A Common Stock,2020.0,Consumer Discretionary,Hotels/Resorts
ABOS,Acumen Pharmaceuticals Inc. Common Stock,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
ABR,Arbor Realty Trust Common Stock,2004.0,Real Estate,Real Estate Investment Trusts
ABSI,Absci Corporation Common Stock,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
ABTX,Allegiance Bancshares Inc. Common Stock,2015.0,Finance,Major Banks
AC,Associated Capital Group Inc. Common Stock,2015.0,Finance,Investment Bankers/Brokers/Service
ACA,Arcosa Inc. Common Stock ,2018.0,Industrials,Engineering & Construction
ACAB,Atlantic Coastal Acquisition Corp. II Class A Common Stock,2022.0,Industrials,Consumer Electronics/Appliances
ACABW,Atlantic Coastal Acquisition Corp. II Warrant,2022.0,Industrials,Consumer Electronics/Appliances
ACAC,Acri Capital Acquisition Corporation Class A Common Stock,2022.0,Industrials,Consumer Electronics/Appliances
ACACU,Acri Capital Acquisition Corporation Unit,2022.0,Industrials,Consumer Electronics/Appliances
ACACW,Acri Capital Acquisition Corporation Warrant,2022.0,Industrials,Consumer Electronics/Appliances
ACAD,ACADIA Pharmaceuticals Inc. Common Stock,2004.0,Health Care,Biotechnology: Pharmaceutical Preparations
ACAH,Atlantic Coastal Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
ACAHU,Atlantic Coastal Acquisition Corp. Unit,2021.0,Industrials,Consumer Electronics/Appliances
ACAQ,Athena Consumer Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
ACAX,Alset Capital Acquisition Corp. Class A Common Stock,2022.0,Industrials,Consumer Electronics/Appliances
ACAXR,Alset Capital Acquisition Corp. Right,2022.0,Industrials,Consumer Electronics/Appliances
ACAXU,Alset Capital Acquisition Corp. Unit,2022.0,Industrials,Consumer Electronics/Appliances
ACAXW,Alset Capital Acquisition Corp. Warrant,2022.0,Industrials,Consumer Electronics/Appliances
ACBA,Ace Global Business Acquisition Limited Ordinary Shares,2021.0,Consumer Discretionary,Business Services
ACBAU,Ace Global Business Acquisition Limited Unit,2021.0,Finance,Business Services
ACBAW,Ace Global Business Acquisition Limited Warrant,2021.0,Consumer Discretionary,Catalog/Specialty Distribution
ACCD,Accolade Inc. Common Stock,2020.0,Technology,Interactive Media
ACEL,Accel Entertainment Inc. ,2017.0,Consumer Discretionary,Recreational Games/Products/Toys
ACET,Adicet Bio Inc. Common Stock ,2018.0,Health Care,Biotechnology: Pharmaceutical Preparations
ACEV,ACE Convergence Acquisition Corp. Class A Ordinary Shares,2020.0,Technology,Semiconductors
ACEVU,ACE Convergence Acquisition Corp. Unit,2020.0,Technology,Semiconductors
ACEVW,ACE Convergence Acquisition Corp. Warrant,2020.0,Technology,Semiconductors
ACH,Aluminum Corporation of China Limited American Depositary Shares,2001.0,Industrials,Aluminum
ACHL,Achilles Therapeutics plc American Depositary Shares,2021.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ACHR,Archer Aviation Inc. Class A Common Stock,2020.0,Industrials,Aerospace
ACI,Albertsons Companies Inc. Class A Common Stock,2020.0,Consumer Staples,Food Chains
ACII,Atlas Crest Investment Corp. II Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
ACIU,AC Immune SA Common Stock,2016.0,Health Care,Biotechnology: Pharmaceutical Preparations
ACKIT,Ackrell SPAC Partners I Co. Subunits,2021.0,Industrials,Consumer Electronics/Appliances
ACKIU,Ackrell SPAC Partners I Co. Units,2020.0,Industrials,Consumer Electronics/Appliances
ACKIW,Ackrell SPAC Partners I Co. Warrants,2021.0,Industrials,Consumer Electronics/Appliances
ACLS,Axcelis Technologies Inc. Common Stock,2000.0,Technology,Industrial Machinery/Components
ACLX,Arcellx Inc. Common Stock,2022.0,Health Care,Biotechnology: Pharmaceutical Preparations
ACM,AECOM Common Stock,2007.0,Consumer Discretionary,Military/Government/Technical
ACMR,ACM Research Inc. Class A Common Stock,2017.0,Technology,Industrial Machinery/Components
ACN,Accenture plc Class A Ordinary Shares (Ireland),2001.0,Technology,EDP Services
ACON,Aclarion Inc. Common Stock,2022.0,Technology,Retail: Computer Software & Peripheral Equipment
ACONW,Aclarion Inc. Warrant,2022.0,Technology,Retail: Computer Software & Peripheral Equipment
ACOR,Acorda Therapeutics Inc. Common Stock,2006.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ACP,abrdn Income Credit Strategies Fund Common Shares,2011.0,Finance,Investment Managers
ACQR,Independence Holdings Corp. Class A Ordinary Share,2021.0,Finance,Business Services
ACQRU,Independence Holdings Corp. Units,2021.0,Finance,Business Services
ACQRW,Independence Holdings Corp. Warrant,2021.0,Finance,Business Services
ACRE,Ares Commercial Real Estate Corporation Common Stock,2012.0,Real Estate,Real Estate Investment Trusts
ACRO,Acropolis Infrastructure Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
ACRS,Aclaris Therapeutics Inc. Common Stock,2015.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ACRX,AcelRx Pharmaceuticals Inc. Common Stock,2011.0,Consumer Discretionary,Specialty Chemicals
ACT,Enact Holdings Inc. Common Stock,2021.0,Finance,Specialty Insurers
ACU,Acme United Corporation. Common Stock,1988.0,Consumer Discretionary,Home Furnishings
ACV,Virtus Diversified Income & Convertible Fund Common Shares of Beneficial Interest,2015.0,Finance,Finance/Investors Services
ACVA,ACV Auctions Inc. Class A Common Stock,2021.0,Industrials,Metal Fabrications
ACXP,Acurx Pharmaceuticals Inc. Common Stock,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
ADAG,Adagene Inc. American Depositary Shares,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
ADAP,Adaptimmune Therapeutics plc American Depositary Shares,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADBE,Adobe Inc. Common Stock,1986.0,Technology,Computer Software: Prepackaged Software
ADCT,ADC Therapeutics SA Common Shares,2020.0,Health Care,Biotechnology: Pharmaceutical Preparations
ADER,26 Capital Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
ADERU,26 Capital Acquisition Corp. Unit,2021.0,Industrials,Consumer Electronics/Appliances
ADERW,26 Capital Acquisition Corp. Warrant,2021.0,Industrials,Consumer Electronics/Appliances
ADEX,Adit EdTech Acquisition Corp. Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
ADGI,Adagio Therapeutics Inc. Common Stock,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
ADIL,Adial Pharmaceuticals Inc Common Stock,2018.0,Health Care,Biotechnology: Pharmaceutical Preparations
ADN,Advent Technologies Holdings Inc. Class A Common Stock,2018.0,Utilities,Power Generation
ADNT,Adient plc Ordinary Shares ,2016.0,Consumer Discretionary,Auto Parts:O.E.M.
ADNWW,Advent Technologies Holdings Inc. Warrant,2018.0,Utilities,Power Generation
ADOC,Edoc Acquisition Corp. Class A Ordinary Share,2020.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADOCR,Edoc Acquisition Corp. Right,2020.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADOCW,Edoc Acquisition Corp. Warrant,2020.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADPT,Adaptive Biotechnologies Corporation Common Stock,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADRA,Adara Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
ADRT,Ault Disruptive Technologies Corporation Common Stock,2022.0,Industrials,Consumer Electronics/Appliances
ADT,ADT Inc. Common Stock,2018.0,Consumer Discretionary,Diversified Commercial Services
ADTH,AdTheorent Holding Company Inc. Common Stock,2021.0,Consumer Discretionary,Advertising
ADTHW,AdTheorent Holding Company Inc. Warrants,2021.0,Consumer Discretionary,Advertising
ADTN,ADTRAN Holdings Inc. Common Stock,1994.0,Telecommunications,Telecommunications Equipment
ADTX,Aditxt Inc. Common Stock,2020.0,Consumer Discretionary,Specialty Chemicals
ADUS,Addus HomeCare Corporation Common Stock,2009.0,Health Care,Medical/Nursing Services
ADV,Advantage Solutions Inc. Class A Common Stock,2019.0,Consumer Discretionary,Advertising
ADVM,Adverum Biotechnologies Inc. Common Stock,2014.0,Health Care,Biotechnology: Pharmaceutical Preparations
ADVWW,Advantage Solutions Inc. Warrant,2019.0,Consumer Discretionary,Advertising
AE,Adams Resources & Energy Inc. Common Stock,1980.0,Energy,Oilfield Services/Equipment
AEAC,Authentic Equity Acquisition Corp. Class A ordinary share,2021.0,Finance,Business Services
AEACW,Authentic Equity Acquisition Corp. Warrant,2021.0,Finance,Business Services
AEAE,AltEnergy Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
AEAEW,AltEnergy Acquisition Corp. Warrant,2021.0,Industrials,Consumer Electronics/Appliances
AEHA,Aesther Healthcare Acquisition Corp Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
AEHR,Aehr Test Systems Common Stock,1997.0,Industrials,Electrical Products
AEI,Alset EHome International Inc. Common Stock,2020.0,Real Estate,Building operators
AEIS,Advanced Energy Industries Inc. Common Stock,1995.0,Consumer Discretionary,Electrical Products
AEL,American Equity Investment Life Holding Company Common Stock,2003.0,Finance,Life Insurance
AENZ,Aenza S.A.A. American Depositary Shares,2018.0,Industrials,Engineering & Construction
AER,AerCap Holdings N.V. Ordinary Shares,2006.0,Consumer Discretionary,Diversified Commercial Services
AERC,AeroClean Technologies Inc. Common Stock,2021.0,Utilities,Environmental Services
AERI,Aerie Pharmaceuticals Inc. Common Stock,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AESE,Allied Esports Entertainment Inc. Common Stock,2017.0,Telecommunications,Cable & Other Pay Television Services
AEVA,Aeva Technologies Inc. Common Stock,2020.0,Consumer Discretionary,Auto Parts:O.E.M.
AFAC,Arena Fortify Acquisition Corp. Class A Common Stock,2021.0,Miscellaneous,Other Pharmaceuticals
AFACW,Arena Fortify Acquisition Corp. Warrant,2021.0,Miscellaneous,Other Pharmaceuticals
AFAQ,AF Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
AFAQU,AF Acquisition Corp. Units,2021.0,Industrials,Consumer Electronics/Appliances
AFAQW,AF Acquisition Corp. Warrants,2021.0,Industrials,Consumer Electronics/Appliances
AFB,AllianceBernstein National Municipal Income Fund Inc,2002.0,Finance,Trusts Except Educational Religious and Charitable
AFBI,Affinity Bancshares Inc. Common Stock (MD),2017.0,Finance,Major Banks
AFCG,AFC Gamma Inc. Common Stock,2021.0,Real Estate,Real Estate Investment Trusts
AFGB,American Financial Group Inc. 5.875% Subordinated Debentures due 2059,2019.0,Finance,Property-Casualty Insurers
AFGC,American Financial Group Inc. 5.125% Subordinated Debentures due 2059,2019.0,Finance,Real Estate
AFGD,American Financial Group Inc. 5.625% Subordinated Debentures due 2060,2020.0,Finance,Property-Casualty Insurers
AFIB,Acutus Medical Inc. Common Stock,2020.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AFMD,Affimed N.V.,2014.0,Health Care,Biotechnology: Pharmaceutical Preparations
AFRM,Affirm Holdings Inc. Class A Common Stock,2021.0,Technology,EDP Services
AFT,Apollo Senior Floating Rate Fund Inc. Common Stock,2011.0,Finance,Investment Managers
AFYA,Afya Limited Class A Common Shares,2019.0,Real Estate,Other Consumer Services
AGAC,African Gold Acquisition Corporation Class A Ordinary Shares,2021.0,Finance,Business Services
AGBA,AGBA Acquisition Limited Ordinary Share,2019.0,Finance,Business Services
AGBAR,AGBA Acquisition Limited Right,2019.0,Finance,Business Services
AGBAW,AGBA Acquisition Limited Warrant,2019.0,Finance,Business Services
AGCB,Altimeter Growth Corp. 2 Class A Ordinary Shares,2021.0,Finance,Business Services
AGD,abrdn Global Dynamic Dividend Fund Common Shares of Beneficial Interest,2006.0,Finance,Trusts Except Educational Religious and Charitable
AGE,AgeX Therapeutics Inc. Common Stock,2018.0,Health Care,Biotechnology: Pharmaceutical Preparations
AGEN,Agenus Inc. Common Stock,2000.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AGFY,Agrify Corporation Common Stock,2021.0,Consumer Discretionary,Military/Government/Technical
AGGR,Agile Growth Corp. Class A Ordinary Share,2021.0,Finance,Business Services
AGIL,AgileThought Inc. Class A Common Stock,2020.0,Technology,EDP Services
AGILW,AgileThought Inc. Warrant,2020.0,Technology,EDP Services
AGIO,Agios Pharmaceuticals Inc. Common Stock,2013.0,Health Care,Biotechnology: Pharmaceutical Preparations
AGL,agilon health inc. Common Stock,2021.0,Health Care,Managed Health Care
AGLE,Aeglea BioTherapeutics Inc. Common Stock,2016.0,Health Care,Biotechnology: Pharmaceutical Preparations
AGMH,AGM Group Holdings Inc. Class A Ordinary Shares,2018.0,Technology,EDP Services
AGNC,AGNC Investment Corp. Common Stock,2008.0,Real Estate,Real Estate Investment Trusts
AGO,Assured Guaranty Ltd. Common Stock,2004.0,Finance,Property-Casualty Insurers
AGR,Avangrid Inc. Common Stock,2015.0,Utilities,Electric Utilities: Central
AGRO,Adecoagro S.A. Common Shares,2011.0,Consumer Staples,Farming/Seeds/Milling
AGRX,Agile Therapeutics Inc. Common Stock,2014.0,Health Care,Biotechnology: Pharmaceutical Preparations
AGS,PlayAGS Inc. Common Stock,2018.0,Consumer Discretionary,Recreational Games/Products/Toys
AGTC,Applied Genetic Technologies Corporation Common Stock,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AGTI,Agiliti Inc. Common Stock,2021.0,Health Care,Managed Health Care
AHCO,AdaptHealth Corp. Common Stock,2018.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AHG,Akso Health Group ADS,2017.0,Finance,Finance: Consumer Services
AHH,Armada Hoffler Properties Inc. Common Stock,2013.0,Real Estate,Real Estate Investment Trusts
AHPI,Allied Healthcare Products Inc. Common Stock,1992.0,Health Care,Industrial Specialties
AHT,Ashford Hospitality Trust Inc Common Stock,2003.0,Real Estate,Real Estate Investment Trusts
AI,C3.ai Inc. Class A Common Stock,2020.0,Technology,Computer Software: Prepackaged Software
AIC,Arlington Asset Investment Corp 6.750% Notes due 2025,2015.0,Real Estate,Real Estate Investment Trusts
AIF,Apollo Tactical Income Fund Inc. Common Stock,2013.0,Finance,Finance Companies
AIH,Aesthetic Medical International Holdings Group Ltd. American Depositary Shares,2019.0,Health Care,Medical Specialities
AIHS,Senmiao Technology Limited Common Stock,2018.0,Finance,Finance: Consumer Services
AIM,AIM ImmunoTech Inc. Common Stock,1997.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AIMC,Altra Industrial Motion Corp. Common Stock,2006.0,Industrials,Industrial Machinery/Components
AINC,Ashford Inc. (Holding Company) Common Stock,2014.0,Finance,Investment Managers
AINV,Apollo Investment Corporation Common Stock,2004.0,Finance,Finance/Investors Services
AIO,Virtus Artificial Intelligence & Technology Opportunities Fund Common Shares of Beneficial Interest,2019.0,Finance,Finance/Investors Services
AIP,Arteris Inc. Common Stock,2021.0,Technology,Semiconductors
AIRC,Apartment Income REIT Corp. Common Stock,2020.0,Real Estate,Real Estate Investment Trusts
AIRG,Airgain Inc. Common Stock,2016.0,Technology,Radio And Television Broadcasting And Communications Equipment
AIRS,AirSculpt Technologies Inc. Common Stock,2021.0,Health Care,Hospital/Nursing Management
AIU,Meta Data Limited ADS,2018.0,Consumer Discretionary,Service to the Health Industry
AIV,Apartment Investment and Management Company Common Stock,1994.0,Real Estate,Real Estate Investment Trusts
AIZ,Assurant Inc. Common Stock,2004.0,Finance,Specialty Insurers
AIZN,Assurant Inc. 5.25% Subordinated Notes due 2061,2020.0,Finance,Accident &Health Insurance
AJX,Great Ajax Corp. Common Stock,2015.0,Real Estate,Real Estate Investment Trusts
AJXA,Great Ajax Corp. 7.25% Convertible Senior Notes due 2024,2017.0,Real Estate,Real Estate Investment Trusts
AKA,a.k.a. Brands Holding Corp. Common Stock,2021.0,Consumer Discretionary,Department/Specialty Retail Stores
AKAM,Akamai Technologies Inc. Common Stock,1999.0,Consumer Discretionary,Business Services
AKBA,Akebia Therapeutics Inc. Common Stock,2014.0,Health Care,Biotechnology: Pharmaceutical Preparations
AKIC,Sports Ventures Acquisition Corp. Class A Ordinary Shares,2021.0,Finance,Business Services
AKICU,Sports Ventures Acquisition Corp. Unit,2021.0,Finance,Business Services
AKRO,Akero Therapeutics Inc. Common Stock,2019.0,Health Care,Biotechnology: Pharmaceutical Preparations
AKUS,Akouos Inc. Common Stock,2020.0,Consumer Discretionary,Specialty Chemicals
AKYA,Akoya BioSciences Inc. Common Stock,2021.0,Industrials,Medical Specialities
AL,Air Lease Corporation Class A Common Stock,2011.0,Consumer Discretionary,Diversified Commercial Services
ALBO,Albireo Pharma Inc. Common Stock,2007.0,Health Care,Biotechnology: Pharmaceutical Preparations
ALC,Alcon Inc. Ordinary Shares,2019.0,Health Care,Ophthalmic Goods
ALCC,AltC Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
ALDX,Aldeyra Therapeutics Inc. Common Stock,2014.0,Health Care,Biotechnology: Pharmaceutical Preparations
ALEC,Alector Inc. Common Stock,2019.0,Health Care,Biotechnology: Pharmaceutical Preparations
ALF,ALFI Inc. Common Stock,2021.0,Technology,EDP Services
ALFIW,ALFI Inc. Warrant,2021.0,Technology,EDP Services
ALGM,Allegro MicroSystems Inc. Common Stock,2020.0,Technology,Semiconductors
ALGN,Align Technology Inc. Common Stock,2001.0,Health Care,Industrial Specialties
ALGS,Aligos Therapeutics Inc. Common Stock,2020.0,Health Care,Biotechnology: Pharmaceutical Preparations
ALGT,Allegiant Travel Company Common Stock,2006.0,Consumer Discretionary,Air Freight/Delivery Services
ALHC,Alignment Healthcare Inc. Common Stock,2021.0,Health Care,Medical Specialities
ALIM,Alimera Sciences Inc. Common Stock,2010.0,Health Care,Biotechnology: Pharmaceutical Preparations
ALIT,Alight Inc. Class A Common Stock,2021.0,Technology,EDP Services
ALKS,Alkermes plc Ordinary Shares,1991.0,Health Care,Biotechnology: Pharmaceutical Preparations
ALKT,Alkami Technology Inc. Common Stock,2021.0,Technology,EDP Services
ALLE,Allegion plc Ordinary Shares,2013.0,Consumer Discretionary,Diversified Commercial Services
ALLK,Allakos Inc. Common Stock,2018.0,Health Care,Biotechnology: Pharmaceutical Preparations
ALLO,Allogene Therapeutics Inc. Common Stock,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALLT,Allot Ltd. Ordinary Shares,2006.0,Telecommunications,Telecommunications Equipment
ALLY,Ally Financial Inc. Common Stock,2014.0,Finance,Diversified Financial Services
ALNA,Allena Pharmaceuticals Inc. Common Stock,2017.0,Health Care,Biotechnology: Pharmaceutical Preparations
ALNY,Alnylam Pharmaceuticals Inc. Common Stock,2004.0,Health Care,Biotechnology: Pharmaceutical Preparations
ALOT,AstroNova Inc. Common Stock,1983.0,Technology,Computer peripheral equipment
ALPA,Alpha Healthcare Acquisition Corp. III Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
ALPAU,Alpha Healthcare Acquisition Corp. III Units,2021.0,Industrials,Consumer Electronics/Appliances
ALPN,Alpine Immune Sciences Inc. Common Stock,2015.0,Health Care,Biotechnology: Pharmaceutical Preparations
ALRM,Alarm.com Holdings Inc. Common Stock,2015.0,Technology,Computer Software: Prepackaged Software
ALRN,Aileron Therapeutics Inc. Common Stock,2017.0,Health Care,Biotechnology: Pharmaceutical Preparations
ALRS,Alerus Financial Corporation Common Stock,2019.0,Finance,Commercial Banks
ALSN,Allison Transmission Holdings Inc. Common Stock,2012.0,Consumer Discretionary,Auto Parts:O.E.M.
ALTG,Alta Equipment Group Inc. Class A Common Stock,2019.0,Consumer Discretionary,Engineering & Construction
ALTR,Altair Engineering Inc. Class A Common Stock,2017.0,Technology,Computer Software: Prepackaged Software
ALTU,Altitude Acquisition Corp. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
ALTUW,Altitude Acquisition Corp. Warrant,2021.0,Industrials,Consumer Electronics/Appliances
ALVR,AlloVir Inc. Common Stock,2020.0,Health Care,Biotechnology: Pharmaceutical Preparations
ALXO,ALX Oncology Holdings Inc. Common Stock,2020.0,Health Care,Biotechnology: Pharmaceutical Preparations
ALZN,Alzamend Neuro Inc. Common Stock,2021.0,Consumer Discretionary,Specialty Chemicals
AM,Antero Midstream Corporation Common Stock,2017.0,Utilities,Natural Gas Distribution
AMAL,Amalgamated Financial Corp. Common Stock (DE),2018.0,Finance,Commercial Banks
AMAO,American Acquisition Opportunity Inc. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
AMAOU,American Acquisition Opportunity Inc. Units,2021.0,Industrials,Consumer Electronics/Appliances
AMAOW,American Acquisition Opportunity Inc. Warrant,2021.0,Industrials,Consumer Electronics/Appliances
AMAT,Applied Materials Inc. Common Stock,1972.0,Technology,Semiconductors
AMBA,Ambarella Inc. Ordinary Shares,2012.0,Technology,Semiconductors
AMC,AMC Entertainment Holdings Inc. Class A Common Stock,2013.0,Consumer Discretionary,Movies/Entertainment
AMCI,AMCI Acquisition Corp. II Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
AMCIW,AMCI Acquisition Corp. II Warrant,2021.0,Industrials,Consumer Electronics/Appliances
AMCR,Amcor plc Ordinary Shares,2019.0,Consumer Discretionary,Miscellaneous manufacturing industries
AMGN,Amgen Inc. Common Stock,1983.0,Health Care,Biotechnology: Pharmaceutical Preparations
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,2013.0,Real Estate,Real Estate Investment Trusts
AMK,AssetMark Financial Holdings Inc. Common Stock,2019.0,Finance,Finance/Investors Services
AMKR,Amkor Technology Inc. Common Stock,1998.0,Technology,Semiconductors
AMLX,Amylyx Pharmaceuticals Inc. Common Stock,2022.0,Health Care,Biotechnology: Pharmaceutical Preparations
AMPH,Amphastar Pharmaceuticals Inc. Common Stock,2014.0,Health Care,Biotechnology: Pharmaceutical Preparations
AMPI,Advanced Merger Partners Inc. Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
AMPS,Altus Power Inc. Class A Common Stock,2021.0,Utilities,Electric Utilities: Central
AMPY,Amplify Energy Corp. Common Stock,2016.0,Energy,Oil & Gas Production
AMR,Alpha Metallurgical Resources Inc. Common Stock,2018.0,Energy,Coal Mining
AMRC,Ameresco Inc. Class A Common Stock,2010.0,Industrials,Water Sewer Pipeline Comm & Power Line Construction
AMRS,Amyris Inc. Common Stock,2010.0,Industrials,Industrial Specialties
AMRX,Amneal Pharmaceuticals Inc. Class A Common Stock,2018.0,Health Care,Biotechnology: Pharmaceutical Preparations
AMS,American Shared Hospital Services Common Stock,1988.0,Health Care,Medical Specialities
AMSC,American Superconductor Corporation Common Stock,1991.0,Industrials,Office Equipment/Supplies/Services
AMSF,AMERISAFE Inc. Common Stock,2005.0,Finance,Accident &Health Insurance
AMST,Amesite Inc. Common Stock,2020.0,Technology,Computer Software: Prepackaged Software
AMTD,AMTD IDEA Group American Depositary Shares each representing one Class A Ordinary Share,2019.0,Finance,Finance: Consumer Services
AMTI,Applied Molecular Transport Inc. Common Stock,2020.0,Consumer Discretionary,Specialty Chemicals
AMWD,American Woodmark Corporation Common Stock,1986.0,Consumer Discretionary,Building Products
AMWL,American Well Corporation Class A Common Stock,2020.0,Technology,Retail: Computer Software & Peripheral Equipment
AMZN,Amazon.com Inc. Common Stock,1997.0,Consumer Discretionary,Catalog/Specialty Distribution
ANAB,AnaptysBio Inc. Common Stock,2017.0,Health Care,Biotechnology: Pharmaceutical Preparations
ANAC,Arctos NorthStar Acquisition Corp. Class A Ordinary Shares,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
ANEB,Anebulo Pharmaceuticals Inc. Common Stock,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
ANET,Arista Networks Inc. Common Stock,2014.0,Technology,Computer peripheral equipment
ANGN,Angion Biomedica Corp. Common Stock,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
ANGO,AngioDynamics Inc. Common Stock,2004.0,Health Care,Medical/Dental Instruments
ANNX,Annexon Inc. Common Stock,2020.0,Health Care,Biotechnology: Pharmaceutical Preparations
ANPC,AnPac Bio-Medical Science Co. Ltd. American Depositary Shares,2020.0,Health Care,Medical Specialities
ANSS,ANSYS Inc. Common Stock,1996.0,Technology,Computer Software: Prepackaged Software
ANTE,AirNet Technology Inc. American Depositary Shares,2007.0,Consumer Discretionary,Advertising
ANTX,AN2 Therapeutics Inc. Common Stock,2022.0,Health Care,Biotechnology: Pharmaceutical Preparations
ANVS,Annovis Bio Inc. Common Stock,2020.0,Consumer Discretionary,Specialty Chemicals
ANZU,Anzu Special Acquisition Corp I Class A Common Stock,2021.0,Industrials,Consumer Electronics/Appliances
ANZUW,Anzu Special Acquisition Corp I Warrant,2021.0,Industrials,Consumer Electronics/Appliances
AOD,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,2007.0,Finance,Investment Managers
AOGO,Arogo Capital Acquisition Corp. Class A Common Stock,2022.0,Industrials,Consumer Electronics/Appliances
AOGOW,Arogo Capital Acquisition Corp. Warrant,2022.0,Industrials,Consumer Electronics/Appliances
AOMR,Angel Oak Mortgage Inc. Common Stock,2021.0,Real Estate,Real Estate Investment Trusts
AOSL,Alpha and Omega Semiconductor Limited Common Shares,2010.0,Technology,Semiconductors
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,2013.0,Finance,Investment Managers
APEI,American Public Education Inc. Common Stock,2007.0,Consumer Discretionary,Other Consumer Services
APG,APi Group Corporation Common Stock,2020.0,Consumer Discretionary,Military/Government/Technical
APGB,Apollo Strategic Growth Capital II Class A Ordinary Shares,2021.0,Finance,Business Services
APGN,Apexigen Inc. Common Stock,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
APGNW,Apexigen Inc. Warrant,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
API,Agora Inc. American Depositary Shares,2020.0,Technology,Computer Software: Prepackaged Software
